tick,season,season_tick,total_food,agent_a_energy,agent_b_energy,agent_a_hunger,agent_b_hunger,agent_a_fear,agent_b_fear,agent_a_curiosity,agent_b_curiosity,agent_a_stress,agent_b_stress,agent_a_fatigue,agent_b_fatigue,agent_a_social,agent_b_social,agent_a_food_eaten,agent_b_food_eaten,agent_a_pathways,agent_b_pathways,agent_a_generation,agent_b_generation,distance
12300,Spring,300,2465.8,150.0,133.0,0.0,0.0,0.453,0.414,0.0,0.0,0.0,0.0,0.67,1.0,0.254,0.235,545,139,722,547,16,16,42.64
12400,Spring,400,2520.6,88.97,64.8,0.0,0.335,0.775,0.302,0.0,0.0,0.0,0.0,0.45,1.0,0.125,0.118,572,146,723,549,16,16,42.44
12500,Summer,0,2565.3,90.2,83.97,0.0,0.015,0.803,0.338,0.0,0.0,0.0,0.0,0.0,1.0,0.084,0.082,594,166,732,552,16,16,45.22
12600,Summer,100,2653.4,145.35,139.02,0.0,0.0,0.638,0.451,0.0,0.0,0.0,0.0,0.44,1.0,0.093,0.092,636,198,740,554,16,16,37.95
12700,Summer,200,2741.2,150.0,97.02,0.0,0.0,0.35,0.126,0.0,0.0,0.0,0.0,0.2,1.0,0.074,0.073,669,222,745,557,16,16,59.91
12800,Summer,300,2783.7,147.71,91.17,0.0,0.04,0.59,0.368,0.0,0.0,0.0,0.001,0.87,1.0,0.052,0.052,723,235,780,561,16,16,43.57
12900,Summer,400,2853.2,106.7,110.46,0.192,0.0,0.788,0.345,0.0,0.0,0.0,0.001,0.01,1.0,0.063,0.063,736,260,792,562,16,16,46.17
13000,Autumn,0,2907.0,99.9,146.6,0.0,0.0,0.984,0.621,0.0,0.0,0.0,0.001,0.0,1.0,0.089,0.089,753,294,801,563,16,16,26.42
13100,Autumn,100,2859.2,145.06,141.78,0.0,0.0,0.959,0.538,0.0,0.0,0.0,0.001,0.0,1.0,0.143,0.143,775,358,817,594,16,16,32.76
13200,Autumn,200,2832.5,132.03,150.0,0.0,0.0,0.998,0.843,0.0,0.0,0.0,0.001,0.0,1.0,0.255,0.255,799,403,819,602,16,16,17.2
13300,Autumn,300,2796.1,115.05,142.52,0.0,0.0,0.896,0.434,0.0,0.0,0.0,0.001,0.0,1.0,0.197,0.196,828,463,823,605,16,16,39.62
13400,Autumn,400,2781.1,147.03,144.21,0.0,0.0,0.998,0.967,0.0,0.0,0.0,0.001,0.0,0.72,0.411,0.417,849,495,831,615,16,16,8.06
13500,Winter,0,2753.7,150.0,104.93,0.0,0.096,0.66,0.989,0.0,0.0,0.0,0.0,0.57,0.01,0.516,0.513,898,509,840,619,16,16,27.0
13600,Winter,100,2653.9,149.16,97.06,0.0,0.0,0.659,0.999,0.0,0.0,0.0,0.0,0.96,0.0,0.311,0.31,937,529,865,636,16,16,25.08
13700,Winter,200,2570.0,150.0,147.06,0.0,0.0,0.618,0.998,0.0,0.0,0.0,0.0,0.89,0.0,0.413,0.41,965,550,885,645,16,16,29.55
13800,Winter,300,2487.5,121.44,119.2,0.0,0.0,0.601,0.996,0.0,0.0,0.0,0.0,1.0,0.05,0.276,0.275,1018,570,895,652,16,16,28.16
13900,Winter,400,2406.5,142.86,99.62,0.0,0.0,0.853,0.998,0.0,0.0,0.0,0.0,1.0,0.0,0.47,0.467,1056,594,896,661,16,16,17.03
14000,Spring,0,2328.3,103.1,145.72,0.025,0.0,0.294,0.56,0.0,0.0,0.0,0.0,1.0,0.2,0.267,0.264,1094,617,896,675,16,16,51.22
14100,Spring,100,2370.1,150.0,150.0,0.0,0.0,0.521,0.664,0.0,0.0,0.0,0.0,1.0,1.0,0.157,0.156,1143,665,896,699,16,16,33.12
14200,Spring,200,2403.5,150.0,91.76,0.0,0.0,0.953,0.99,0.0,0.0,0.0,0.0,0.34,0.0,0.471,0.475,1180,697,901,719,16,16,12.37
14300,Spring,300,2441.0,142.8,98.84,0.0,0.0,0.998,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.955,0.965,1213,718,902,732,16,16,3.0
14400,Spring,400,2481.7,150.0,93.39,0.0,0.0,0.67,0.999,0.0,0.0,0.0,0.0,0.32,0.0,0.795,0.79,1243,736,905,750,16,16,27.66
14500,Summer,0,2489.0,150.0,107.28,0.0,0.0,0.806,0.998,0.0,0.0,0.0,0.0,0.95,0.0,0.491,0.488,1315,756,914,769,16,16,18.36
14600,Summer,100,2557.3,150.0,100.41,0.0,0.0,0.801,0.999,0.0,0.0,0.0,0.0,1.0,0.0,0.491,0.488,1377,777,928,776,16,16,19.24
14700,Summer,200,2631.1,126.69,70.77,0.0,0.243,0.457,0.87,0.0,0.0,0.0,0.0,1.0,0.01,0.282,0.279,1445,799,928,783,16,16,39.05
14800,Summer,300,2686.2,150.0,92.72,0.0,0.0,0.397,0.879,0.0,0.0,0.0,0.0,1.0,0.0,0.168,0.167,1498,818,930,798,16,16,41.77
14900,Summer,400,2710.1,150.0,147.53,0.0,0.0,0.412,0.526,0.0,0.0,0.0,0.0,1.0,0.55,0.123,0.122,1519,882,930,811,16,16,40.45
15000,Autumn,0,2715.4,139.7,148.13,0.0,0.0,0.572,0.738,0.0,0.0,0.0,0.0,1.0,1.0,0.124,0.123,1568,953,930,859,16,16,26.57
15100,Autumn,100,2688.6,150.0,66.73,0.0,0.0,0.98,0.995,0.0,0.0,0.0,0.0,0.33,0.0,0.697,0.705,1611,974,945,878,16,16,9.22
15200,Autumn,200,2660.5,150.0,108.58,0.0,0.0,0.673,0.996,0.0,0.0,0.0,0.0,1.0,0.0,0.392,0.393,1686,995,945,884,16,16,23.71
15300,Autumn,300,2643.1,150.0,80.63,0.0,0.048,0.77,0.996,0.0,0.0,0.0,0.0,1.0,0.0,0.307,0.308,1746,1015,956,896,16,16,20.22
15400,Autumn,400,2638.9,96.17,111.74,0.0,0.109,0.469,0.954,0.0,0.0,0.0,0.0,1.0,0.01,0.174,0.174,1776,1035,956,912,16,16,34.23
15500,Winter,0,2638.5,72.86,111.42,0.159,0.0,0.283,0.696,0.0,0.0,0.0,0.0,1.0,0.03,0.125,0.125,1801,1056,957,926,16,16,48.09
15600,Winter,100,2547.5,74.26,124.51,0.0,0.0,0.39,0.769,0.0,0.0,0.0,0.0,1.0,0.85,0.078,0.078,1817,1123,961,927,16,16,38.91
15700,Winter,200,2456.0,105.66,150.0,0.0,0.0,0.835,0.93,0.0,0.0,0.0,0.0,1.0,0.86,0.264,0.255,1851,1189,965,929,16,16,12.04
15800,Winter,300,2376.9,118.15,104.96,0.0,0.0,0.683,0.993,0.0,0.0,0.0,0.001,1.0,0.0,0.32,0.314,1888,1230,971,932,16,16,25.32
15900,Winter,400,2304.3,94.12,92.82,0.0,0.068,0.566,0.966,0.0,0.0,0.0,0.001,1.0,0.0,0.193,0.191,1907,1273,971,933,16,16,28.6
16000,Spring,0,2241.6,87.8,105.52,0.105,0.0,0.357,0.834,0.0,0.0,0.0,0.001,1.0,0.0,0.148,0.147,1918,1290,975,948,16,16,44.27
16100,Spring,100,2285.1,150.0,100.61,0.0,0.0,0.857,0.997,0.0,0.0,0.0,0.001,0.89,0.0,0.253,0.254,1966,1310,996,963,16,16,16.03
16200,Spring,200,2328.6,141.9,93.12,0.0,0.0,0.981,0.998,0.0,0.0,0.0,0.001,0.33,0.0,0.552,0.554,2001,1332,1025,967,16,16,5.1
16300,Spring,300,2377.5,97.52,147.0,0.0,0.0,0.996,0.998,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0,2015,1354,1037,967,16,16,3.61
16400,Spring,400,2424.4,150.0,149.1,0.0,0.0,0.669,0.983,0.0,0.0,0.0,0.001,0.56,0.03,0.742,0.738,2066,1366,1052,967,16,16,26.91
16500,Summer,0,2431.2,150.0,84.01,0.0,0.093,0.688,0.977,0.0,0.0,0.0,0.014,1.0,0.01,0.351,0.349,2155,1394,1052,970,16,16,22.67
16600,Summer,100,2521.3,143.7,150.0,0.0,0.0,0.615,0.715,0.0,0.0,0.0,0.012,1.0,0.41,0.245,0.244,2221,1440,1052,970,16,16,26.93
16700,Summer,200,2593.5,149.94,147.95,0.0,0.0,0.486,0.736,0.0,0.0,0.0,0.011,1.0,0.21,0.193,0.192,2288,1483,1052,972,16,16,38.01
16800,Summer,300,2665.0,144.93,93.94,0.0,0.025,0.698,0.976,0.0,0.0,0.0,0.01,1.0,0.0,0.142,0.143,2336,1519,1052,972,16,16,19.03
16900,Summer,400,2704.8,148.47,145.41,0.0,0.0,0.527,0.929,0.0,0.0,0.0,0.009,1.0,0.0,0.213,0.212,2420,1547,1054,975,16,16,33.14
17000,Autumn,0,2736.3,146.6,150.0,0.0,0.0,0.295,0.687,0.0,0.0,0.0,0.008,1.0,0.11,0.131,0.13,2480,1578,1054,980,16,16,50.33
17100,Autumn,100,2707.4,148.13,99.54,0.0,0.001,0.243,0.718,0.0,0.0,0.0,0.007,1.0,0.04,0.095,0.095,2511,1635,1054,993,16,16,51.86
17200,Autumn,200,2679.2,131.3,150.0,0.0,0.0,0.2,0.449,0.0,0.0,0.0,0.007,1.0,0.95,0.061,0.061,2544,1693,1054,993,16,16,51.62
17300,Autumn,300,2629.5,150.0,150.0,0.0,0.0,0.831,0.893,0.0,0.0,0.0,0.006,1.0,1.0,0.196,0.197,2585,1767,1054,993,16,16,9.49
17400,Autumn,400,2567.7,150.0,150.0,0.0,0.0,0.512,0.692,0.0,0.0,0.0,0.005,1.0,1.0,0.306,0.305,2630,1856,1056,1001,16,16,35.74
17500,Winter,0,2527.1,137.39,145.75,0.0,0.0,0.34,0.501,0.0,0.0,0.0,0.005,1.0,1.0,0.219,0.218,2683,1919,1056,1018,16,16,45.88
17600,Winter,100,2464.2,97.37,97.44,0.0,0.0,0.382,0.859,0.0,0.0,0.0,0.005,1.0,0.0,0.144,0.144,2703,1936,1057,1030,16,16,43.05
17700,Winter,200,2391.2,122.77,144.33,0.0,0.0,0.404,0.571,0.0,0.0,0.0,0.004,1.0,0.22,0.107,0.107,2716,1963,1058,1046,16,16,40.31
17800,Winter,300,2335.0,70.09,136.09,0.234,0.0,0.288,0.622,0.0,0.0,0.0,0.004,1.0,1.0,0.073,0.073,2727,2004,1061,1047,16,16,45.0
17900,Winter,400,2260.7,147.62,150.0,0.0,0.0,0.571,0.694,0.0,0.0,0.0,0.003,1.0,1.0,0.107,0.106,2753,2054,1065,1051,16,16,28.43
18000,Spring,0,2192.9,150.0,81.81,0.0,0.251,0.879,0.934,0.0,0.0,0.0,0.003,0.97,0.25,0.479,0.468,2782,2083,1073,1057,16,16,15.03
18100,Spring,100,2230.7,150.0,143.2,0.0,0.0,0.588,0.517,0.0,0.0,0.0,0.003,0.77,1.0,0.443,0.441,2827,2124,1076,1059,16,16,38.33
18200,Spring,200,2282.0,150.0,136.4,0.0,0.0,0.787,0.413,0.0,0.0,0.0,0.002,0.42,1.0,0.214,0.213,2882,2147,1078,1068,16,16,38.9
18300,Spring,300,2324.6,97.8,137.8,0.019,0.0,0.808,0.35,0.0,0.0,0.0,0.002,0.66,1.0,0.123,0.122,2940,2187,1078,1069,16,16,44.01
18400,Spring,400,2351.6,148.8,146.4,0.0,0.0,0.911,0.952,0.0,0.0,0.0,0.002,1.0,0.73,0.307,0.312,3012,2222,1092,1073,16,16,10.0
18500,Summer,0,2403.5,145.81,91.84,0.0,0.03,0.771,0.995,0.0,0.0,0.0,0.002,0.13,0.0,0.697,0.693,3031,2231,1103,1079,16,16,22.67
18600,Summer,100,2493.3,150.0,109.43,0.0,0.164,0.325,0.773,0.0,0.0,0.0,0.002,1.0,0.01,0.302,0.299,3070,2261,1105,1094,16,16,45.69
18700,Summer,200,2512.2,140.82,150.0,0.0,0.0,0.33,0.549,0.0,0.0,0.0,0.001,1.0,0.98,0.19,0.188,3129,2333,1106,1097,16,16,44.78
18800,Summer,300,2540.7,150.0,148.11,0.0,0.0,0.754,0.969,0.0,0.0,0.0,0.001,1.0,0.7,0.386,0.374,3190,2397,1107,1107,16,16,19.42
18900,Summer,400,2591.0,149.94,107.49,0.0,0.179,0.848,0.969,0.0,0.0,0.0,0.001,1.0,0.01,0.389,0.382,3282,2413,1111,1114,16,16,16.16
19000,Autumn,0,2633.0,150.0,117.56,0.0,0.0,0.389,0.833,0.0,0.0,0.0,0.001,1.0,0.0,0.236,0.232,3375,2432,1111,1128,16,16,44.01
19100,Autumn,100,2619.5,146.26,96.45,0.0,0.0,0.301,0.805,0.0,0.0,0.0,0.001,1.0,0.0,0.124,0.123,3399,2450,1112,1143,16,16,46.27
19200,Autumn,200,2581.7,150.0,150.0,0.0,0.0,0.758,0.787,0.0,0.0,0.0,0.001,1.0,0.9,0.227,0.225,3460,2538,1113,1146,16,16,19.1
19300,Autumn,300,2529.9,143.16,150.0,0.0,0.0,0.978,0.974,0.0,0.0,0.0,0.001,0.72,1.0,0.427,0.433,3514,2625,1133,1152,16,16,8.54
19400,Autumn,400,2503.5,106.69,144.08,0.0,0.0,0.979,0.692,0.0,0.0,0.0,0.001,0.0,1.0,0.319,0.321,3545,2695,1141,1161,16,16,23.77
19500,Winter,0,2490.7,148.27,137.8,0.0,0.0,0.623,0.46,0.0,0.0,0.0,0.001,0.35,1.0,0.192,0.194,3580,2746,1154,1173,16,16,36.88
19600,Winter,100,2417.1,96.64,108.48,0.0,0.0,0.87,0.42,0.0,0.0,0.0,0.001,0.0,1.0,0.13,0.131,3615,2759,1155,1174,16,16,40.5
19700,Winter,200,2348.4,145.8,95.22,0.0,0.0,0.725,0.264,0.0,0.0,0.0,0.001,0.0,1.0,0.08,0.081,3635,2767,1169,1174,16,16,51.11
19800,Winter,300,2281.7,146.38,78.95,0.0,0.0,0.605,0.426,0.0,0.0,0.0,0.0,0.49,1.0,0.06,0.061,3677,2780,1172,1175,16,16,37.85
19900,Winter,400,2217.4,142.44,141.18,0.0,0.0,0.978,0.966,0.0,0.0,0.0,0.0,0.64,0.55,0.566,0.584,3738,2798,1176,1182,16,16,5.1
20000,Spring,0,2164.9,140.73,113.79,0.0,0.0,0.786,0.997,0.0,0.0,0.0,0.0,0.28,0.04,0.793,0.79,3754,2815,1183,1187,16,16,19.1
20100,Spring,100,2223.1,149.6,79.82,0.0,0.049,0.965,0.996,0.0,0.0,0.0,0.0,1.0,0.0,0.566,0.572,3795,2833,1191,1202,16,16,8.25
20200,Spring,200,2261.3,147.3,145.09,0.0,0.0,0.984,0.868,0.0,0.0,0.0,0.0,0.77,0.35,0.578,0.581,3842,2868,1215,1225,16,16,16.12
20300,Spring,300,2308.4,80.64,143.0,0.124,0.0,0.984,0.997,0.0,0.0,0.0,0.0,0.0,0.0,0.815,0.821,3860,2894,1224,1237,16,16,8.6
20400,Spring,400,2356.5,139.2,100.94,0.0,0.251,1.0,0.942,0.0,0.0,0.0,0.0,0.0,0.01,1.0,0.998,3896,2905,1237,1243,16,16,7.28
20500,Summer,0,2377.0,150.0,93.4,0.0,0.0,0.667,0.999,0.0,0.0,0.0,0.0,0.82,0.0,0.668,0.663,3962,2921,1241,1246,16,16,27.07
20600,Summer,100,2472.7,150.0,136.48,0.0,0.0,0.584,0.99,0.0,0.0,0.0,0.0,1.0,0.01,0.387,0.386,4027,2950,1244,1251,16,16,31.76
20700,Summer,200,2542.5,143.88,106.4,0.0,0.0,0.537,0.98,0.0,0.0,0.0,0.0,1.0,0.04,0.2,0.2,4093,2974,1244,1257,16,16,30.68
20800,Summer,300,2576.7,150.0,139.55,0.0,0.0,0.237,0.379,0.0,0.0,0.0,0.0,1.0,0.98,0.149,0.148,4167,3030,1244,1261,16,16,54.23
20900,Summer,400,2610.8,150.0,150.0,0.0,0.0,0.712,0.927,0.0,0.0,0.0,0.0,1.0,1.0,0.155,0.156,4218,3096,1244,1261,16,16,19.1
21000,Autumn,0,2649.1,150.0,150.0,0.0,0.0,0.645,0.796,0.0,0.0,0.0,0.0,1.0,0.2,0.206,0.205,4294,3132,1247,1263,16,16,24.74
21100,Autumn,100,2536.2,150.0,147.36,0.0,0.0,0.931,0.98,0.0,0.0,0.0,0.0,1.0,0.57,0.32,0.325,4370,3211,1254,1267,16,16,11.66
21200,Autumn,200,2470.1,150.0,150.0,0.0,0.0,0.776,0.997,0.0,0.0,0.0,0.0,0.96,0.06,0.516,0.517,4448,3232,1268,1269,16,16,23.35
21300,Autumn,300,2435.8,135.82,146.7,0.0,0.0,0.782,0.998,0.0,0.0,0.0,0.0,1.0,0.0,0.447,0.444,4517,3254,1270,1272,16,16,18.36
21400,Autumn,400,2380.0,150.0,150.0,0.0,0.0,0.628,0.795,0.0,0.0,0.0,0.0,1.0,0.77,0.295,0.292,4586,3319,1271,1272,16,16,27.02
21500,Winter,0,2335.4,120.7,134.53,0.0,0.0,0.172,0.39,0.0,0.0,0.0,0.0,1.0,1.0,0.154,0.153,4627,3392,1271,1277,16,16,54.08
21600,Winter,100,2255.5,149.48,143.01,0.0,0.0,0.519,0.624,0.0,0.0,0.0,0.0,1.0,1.0,0.134,0.133,4678,3452,1271,1277,16,16,30.41
21700,Winter,200,2198.7,98.09,92.67,0.137,0.0,0.823,0.991,0.0,0.0,0.0,0.0,1.0,0.0,0.328,0.326,4712,3475,1271,1280,16,16,15.26
21800,Winter,300,2133.2,147.62,99.51,0.0,0.0,0.74,0.996,0.0,0.0,0.0,0.0,1.0,0.1,0.308,0.308,4751,3492,1281,1284,16,16,20.25
21900,Winter,400,2062.5,142.02,137.66,0.0,0.0,0.816,0.975,0.0,0.0,0.0,0.0,0.62,0.86,0.419,0.415,4783,3550,1283,1290,16,16,15.03
22000,Spring,0,2018.7,76.01,130.0,0.0,0.0,0.402,0.654,0.0,0.0,0.0,0.011,1.0,0.56,0.277,0.274,4811,3566,1285,1292,16,16,41.88
22100,Spring,100,2070.1,150.0,142.03,0.0,0.0,0.678,0.982,0.0,0.0,0.0,0.01,1.0,0.3,0.296,0.294,4881,3591,1287,1293,16,16,24.74
22200,Spring,200,2096.2,143.2,140.62,0.0,0.0,0.248,0.515,0.0,0.0,0.0,0.009,1.0,0.19,0.164,0.163,4953,3620,1287,1306,16,16,53.76
22300,Spring,300,2130.4,131.3,144.9,0.0,0.0,0.091,0.29,0.0,0.0,0.0,0.008,1.0,1.0,0.087,0.087,4985,3670,1287,1306,16,16,60.75
22400,Spring,400,2171.6,90.32,148.75,0.08,0.0,0.219,0.465,0.0,0.0,0.0,0.007,1.0,0.36,0.064,0.063,5000,3710,1287,1306,16,16,50.12
22500,Summer,0,2204.8,142.97,150.0,0.0,0.0,0.613,0.803,0.0,0.0,0.0,0.006,1.0,1.0,0.092,0.093,5043,3779,1287,1306,16,16,25.0
22600,Summer,100,2267.7,148.47,150.0,0.0,0.0,0.669,0.784,0.0,0.0,0.0,0.006,1.0,0.99,0.184,0.183,5110,3862,1287,1320,16,16,27.07
22700,Summer,200,2308.6,150.0,103.93,0.0,0.211,0.88,0.946,0.0,0.0,0.0,0.005,1.0,0.19,0.28,0.281,5199,3917,1289,1341,16,16,12.21
22800,Summer,300,2371.9,150.0,106.34,0.0,0.0,0.459,0.876,0.0,0.0,0.0,0.005,1.0,0.03,0.384,0.372,5274,3944,1300,1351,16,16,40.16
22900,Summer,400,2476.3,135.6,90.76,0.0,0.0,0.176,0.652,0.0,0.0,0.0,0.005,1.0,0.05,0.171,0.167,5299,3971,1300,1353,16,16,56.52
23000,Autumn,0,2506.3,150.0,150.0,0.0,0.0,0.615,0.643,0.0,0.0,0.0,0.004,1.0,1.0,0.23,0.224,5365,4059,1304,1359,16,16,28.46
23100,Autumn,100,2473.8,150.0,148.35,0.0,0.0,0.259,0.681,0.0,0.0,0.0,0.004,1.0,0.21,0.131,0.129,5413,4105,1305,1361,16,16,50.61
23200,Autumn,200,2471.3,94.85,148.68,0.0,0.0,0.227,0.439,0.0,0.0,0.0,0.003,1.0,0.3,0.08,0.08,5430,4139,1305,1362,16,16,48.76
23300,Autumn,300,2447.6,142.52,150.0,0.0,0.0,0.599,0.738,0.0,0.0,0.0,0.003,1.0,1.0,0.105,0.105,5461,4197,1306,1362,16,16,27.0
23400,Autumn,400,2396.3,148.13,149.67,0.0,0.0,0.678,0.963,0.0,0.0,0.0,0.003,1.0,0.53,0.153,0.153,5546,4251,1306,1373,16,16,22.8
23500,Winter,0,2397.4,147.62,111.43,0.0,0.117,0.455,0.927,0.0,0.0,0.0,0.003,1.0,0.01,0.169,0.169,5598,4263,1306,1380,16,16,39.22
23600,Winter,100,2330.7,135.72,104.74,0.0,0.0,0.454,0.903,0.0,0.0,0.0,0.002,1.0,0.0,0.123,0.123,5624,4294,1307,1381,16,16,37.85
23700,Winter,200,2253.2,112.57,150.0,0.0,0.0,0.355,0.625,0.0,0.0,0.0,0.002,1.0,0.13,0.107,0.107,5653,4329,1307,1386,16,16,42.58
23800,Winter,300,2176.1,150.0,93.54,0.0,0.0,0.875,0.994,0.0,0.0,0.0,0.002,1.0,0.0,0.22,0.225,5719,4348,1309,1394,16,16,14.32
23900,Winter,400,2102.8,145.24,77.43,0.0,0.165,0.629,0.973,0.0,0.0,0.0,0.002,1.0,0.0,0.37,0.361,5784,4365,1312,1403,16,16,28.84
24000,Spring,0,2022.9,143.54,112.74,0.0,0.0,0.471,0.782,0.0,0.0,0.0,0.002,1.0,0.12,0.19,0.186,5842,4387,1313,1416,16,16,34.06
24100,Spring,100,2061.7,138.1,148.17,0.0,0.0,0.548,0.77,0.0,0.0,0.0,0.001,1.0,0.32,0.161,0.159,5889,4421,1313,1421,16,16,31.95
24200,Spring,200,2119.1,150.0,110.83,0.0,0.0,0.866,0.962,0.0,0.0,0.0,0.001,1.0,0.33,0.201,0.204,5940,4453,1313,1424,16,16,16.12
24300,Spring,300,2155.7,144.9,148.92,0.0,0.0,0.51,0.646,0.0,0.0,0.0,0.029,1.0,0.12,0.291,0.289,6008,4480,1326,1444,16,16,39.46
