tick,season,season_tick,total_food,agent_a_energy,agent_b_energy,agent_a_hunger,agent_b_hunger,agent_a_fear,agent_b_fear,agent_a_curiosity,agent_b_curiosity,agent_a_stress,agent_b_stress,agent_a_fatigue,agent_b_fatigue,agent_a_social,agent_b_social,agent_a_food_eaten,agent_b_food_eaten,agent_a_pathways,agent_b_pathways,agent_a_generation,agent_b_generation,distance
48900,Summer,400,2792.8,148.55,150.0,0.0,0.0,0.999,0.837,0.0,0.0,0.0,0.001,0.01,0.12,0.965,0.963,2724,1338,965,773,28,30,19.42
49000,Autumn,0,2800.8,149.67,150.0,0.0,0.0,0.881,0.679,0.0,0.0,0.0,0.0,0.37,0.4,0.491,0.49,2767,1404,967,834,28,30,23.02
49100,Autumn,100,2768.6,138.73,141.42,0.0,0.0,0.997,0.986,0.0,0.0,0.0,0.0,0.0,0.29,0.794,0.793,2800,1462,972,874,28,30,6.0
49200,Autumn,200,2766.5,150.0,102.17,0.0,0.0,1.0,0.998,0.0,0.0,0.0,0.0,0.03,0.0,0.999,0.998,2814,1474,979,885,28,30,10.05
49300,Autumn,300,2718.9,150.0,104.87,0.0,0.0,0.404,0.862,0.0,0.0,0.0,0.0,0.97,0.0,0.474,0.471,2905,1499,997,898,28,30,41.34
49400,Autumn,400,2681.9,101.04,148.82,0.0,0.0,0.975,0.958,0.0,0.0,0.0,0.0,0.27,0.12,0.799,0.809,2961,1531,997,906,28,30,12.53
49500,Winter,0,2650.9,148.92,137.37,0.0,0.0,0.998,0.997,0.0,0.0,0.0,0.0,0.07,0.0,0.914,0.914,2989,1588,999,912,28,30,8.06
49600,Winter,100,2555.9,150.0,147.48,0.0,0.0,0.994,0.997,0.0,0.0,0.0,0.0,0.18,0.0,0.914,0.909,3012,1635,1006,915,28,30,14.32
49700,Winter,200,2461.9,100.56,150.0,0.0,0.0,0.994,0.834,0.0,0.0,0.0,0.0,0.0,0.37,0.87,0.875,3051,1676,1012,922,28,30,18.36
49800,Winter,300,2347.3,150.0,145.24,0.0,0.0,0.477,0.304,0.0,0.0,0.0,0.0,0.58,1.0,0.397,0.398,3089,1749,1015,924,28,30,49.37
49900,Winter,400,2253.7,143.68,133.34,0.0,0.0,0.456,0.221,0.0,0.0,0.0,0.0,0.74,1.0,0.186,0.187,3142,1781,1016,924,28,30,52.39
50000,Spring,0,2192.9,150.0,67.38,0.0,0.309,0.494,0.249,0.0,0.0,0.0,0.0,1.0,1.0,0.096,0.096,3197,1796,1016,924,28,30,46.32
50100,Spring,100,2212.4,150.0,132.8,0.0,0.0,0.666,0.423,0.0,0.0,0.0,0.0,1.0,1.0,0.088,0.088,3265,1823,1018,924,28,30,36.67
50200,Spring,200,2240.8,88.93,150.0,0.0,0.0,0.989,0.773,0.0,0.0,0.0,0.0,0.0,1.0,0.203,0.205,3293,1875,1043,925,28,30,19.85
50300,Spring,300,2277.1,108.12,150.0,0.0,0.0,0.999,0.713,0.0,0.0,0.0,0.0,0.0,1.0,0.219,0.221,3311,1934,1055,930,28,30,23.26
50400,Spring,400,2305.8,148.73,142.4,0.0,0.0,0.586,0.371,0.0,0.0,0.0,0.0,0.4,1.0,0.221,0.221,3349,1991,1056,932,28,30,44.78
50500,Summer,0,2329.8,148.47,150.0,0.0,0.0,0.728,0.512,0.0,0.0,0.0,0.0,1.0,1.0,0.162,0.163,3424,2044,1058,932,28,30,32.57
50600,Summer,100,2414.3,150.0,105.03,0.0,0.0,0.474,0.296,0.0,0.0,0.0,0.0,0.73,1.0,0.117,0.116,3472,2076,1062,932,28,30,47.38
50700,Summer,200,2505.6,150.0,143.88,0.0,0.0,0.637,0.284,0.0,0.0,0.0,0.0,0.29,1.0,0.088,0.088,3509,2102,1063,932,28,30,48.09
50800,Summer,300,2593.2,149.0,119.88,0.0,0.0,0.901,0.455,0.0,0.0,0.0,0.0,0.04,1.0,0.077,0.077,3533,2121,1066,932,28,30,35.23
50900,Summer,400,2655.7,127.2,150.0,0.0,0.0,0.99,0.742,0.0,0.0,0.0,0.0,0.0,1.0,0.185,0.186,3584,2172,1070,937,28,30,21.59
51000,Autumn,0,2712.8,89.33,150.0,0.0,0.0,0.998,0.752,0.0,0.0,0.0,0.0,0.0,1.0,0.256,0.258,3609,2242,1076,939,28,30,21.26
51100,Autumn,100,2685.3,118.31,143.5,0.0,0.0,0.995,0.721,0.0,0.0,0.0,0.0,0.0,1.0,0.225,0.226,3625,2289,1081,970,28,30,19.42
51200,Autumn,200,2666.3,150.0,150.0,0.0,0.0,0.893,0.742,0.0,0.0,0.0,0.0,0.3,1.0,0.255,0.256,3671,2335,1089,976,28,30,19.42
51300,Autumn,300,2660.5,142.3,146.26,0.0,0.0,0.985,0.673,0.0,0.0,0.0,0.0,0.07,1.0,0.264,0.263,3707,2370,1102,979,28,30,27.17
51400,Autumn,400,2653.5,112.18,133.64,0.0,0.0,0.997,0.948,0.0,0.0,0.0,0.0,0.0,1.0,0.353,0.354,3739,2410,1102,988,28,30,13.34
51500,Winter,0,2613.8,147.02,150.0,0.0,0.0,0.892,0.763,0.0,0.0,0.0,0.0,0.29,0.99,0.298,0.3,3793,2458,1104,1000,28,30,16.49
51600,Winter,100,2486.4,144.88,150.0,0.0,0.0,0.757,0.591,0.0,0.0,0.0,0.0,0.87,1.0,0.233,0.236,3852,2541,1116,1006,28,30,30.02
51700,Winter,200,2381.9,143.28,150.0,0.0,0.0,0.991,0.962,0.0,0.0,0.0,0.0,0.22,0.79,0.388,0.392,3891,2591,1134,1006,28,30,10.82
51800,Winter,300,2279.2,89.5,150.0,0.0,0.0,0.997,0.893,0.0,0.0,0.0,0.0,0.0,0.95,0.483,0.487,3907,2653,1150,1038,28,30,14.14
51900,Winter,400,2201.1,140.34,102.19,0.0,0.0,0.999,0.989,0.0,0.0,0.0,0.0,0.0,0.58,0.836,0.837,3940,2681,1158,1046,28,30,6.32
52000,Spring,0,2136.3,150.0,144.72,0.0,0.0,0.629,0.815,0.0,0.0,0.0,0.0,0.07,0.25,0.674,0.675,3964,2706,1175,1055,28,30,31.02
52100,Spring,100,2205.1,118.77,77.61,0.0,0.212,0.461,0.894,0.0,0.0,0.0,0.0,0.89,0.26,0.3,0.301,3984,2735,1191,1054,28,30,34.01
52200,Spring,200,2248.4,150.0,150.0,0.0,0.0,0.914,0.942,0.0,0.0,0.0,0.0,1.0,1.0,0.447,0.449,4029,2791,1193,1056,28,30,18.03
52300,Spring,300,2267.5,112.9,150.0,0.0,0.0,0.584,0.762,0.0,0.0,0.0,0.0,1.0,1.0,0.242,0.243,4069,2874,1193,1059,28,30,28.43
52400,Spring,400,2286.2,95.9,148.3,0.0,0.0,0.339,0.533,0.0,0.0,0.0,0.0,1.0,1.0,0.153,0.153,4097,2942,1194,1069,28,30,47.04
52500,Summer,0,2326.5,150.0,111.56,0.0,0.0,0.876,0.928,0.0,0.0,0.0,0.0,0.06,0.42,0.023,0.088,6,2980,598,1069,29,30,15.0
52600,Summer,100,2396.5,148.92,82.84,0.0,0.0,0.973,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.437,66,2999,614,1080,29,30,11.18
52700,Summer,200,2471.3,150.0,100.89,0.0,0.0,0.615,0.992,0.0,0.0,0.0,0.0,0.27,0.01,0.446,0.452,111,3024,635,1087,29,30,30.68
52800,Summer,300,2535.5,150.0,123.3,0.0,0.0,0.629,0.998,0.0,0.0,0.0,0.0,1.0,0.0,0.284,0.285,181,3048,641,1087,29,30,26.87
52900,Summer,400,2591.8,146.58,92.6,0.0,0.0,0.512,0.979,0.0,0.0,0.0,0.0,1.0,0.0,0.184,0.184,239,3067,642,1095,29,30,34.71
53000,Autumn,0,2652.4,150.0,150.0,0.0,0.0,0.783,0.92,0.0,0.0,0.0,0.0,1.0,0.28,0.307,0.309,301,3109,647,1100,29,30,20.25
53100,Autumn,100,2619.0,134.29,150.0,0.0,0.0,0.786,0.377,0.0,0.0,0.0,0.0,0.86,1.0,0.181,0.182,349,3181,653,1100,29,30,41.59
53200,Autumn,200,2592.5,146.48,150.0,0.0,0.0,0.702,0.379,0.0,0.0,0.0,0.0,0.17,1.0,0.11,0.11,372,3244,659,1100,29,30,39.56
53300,Autumn,300,2582.5,143.23,145.52,0.0,0.0,0.972,0.639,0.0,0.0,0.0,0.0,0.0,1.0,0.119,0.12,393,3296,663,1100,29,30,23.0
53400,Autumn,400,2579.7,104.39,149.26,0.0,0.0,0.756,0.325,0.0,0.0,0.0,0.0,0.23,1.0,0.105,0.105,425,3335,665,1100,29,30,45.18
53500,Winter,0,2568.1,146.67,146.27,0.0,0.0,0.795,0.655,0.0,0.0,0.0,0.0,0.49,1.0,0.122,0.123,463,3381,672,1100,29,30,21.47
53600,Winter,100,2486.0,89.32,149.48,0.054,0.0,0.991,0.754,0.0,0.0,0.0,0.0,0.0,1.0,0.225,0.227,479,3446,676,1101,29,30,18.03
53700,Winter,200,2417.0,88.95,143.24,0.164,0.0,0.93,0.452,0.0,0.0,0.0,0.0,0.01,1.0,0.158,0.158,499,3484,679,1103,29,30,37.59
53800,Winter,300,2335.9,96.77,42.05,0.028,0.333,0.399,0.0,0.0,0.0,0.0,0.002,0.33,1.0,0.082,0.081,535,3505,685,1103,29,30,73.0
53900,Winter,400,2274.1,103.85,133.99,0.0,0.0,0.764,0.328,0.0,0.0,0.0,0.0,0.0,0.5,0.053,0.023,552,11,699,551,29,31,46.69
54000,Spring,0,2215.2,81.15,126.25,0.075,0.0,0.759,0.281,0.0,0.0,0.0,0.0,0.01,1.0,0.053,0.042,572,23,714,552,29,31,49.01
54100,Spring,100,2281.8,88.97,150.0,0.0,0.0,0.974,0.528,0.0,0.0,0.0,0.004,0.0,1.0,0.072,0.068,587,40,722,554,29,31,33.02
54200,Spring,200,2307.2,115.2,143.2,0.0,0.0,0.953,0.479,0.0,0.0,0.0,0.004,0.0,1.0,0.136,0.135,607,86,734,574,29,31,36.06
54300,Spring,300,2346.1,95.45,143.5,0.0,0.0,0.941,0.468,0.0,0.0,0.0,0.003,0.0,1.0,0.136,0.136,628,120,750,579,29,31,36.72
54400,Spring,400,2383.7,95.58,150.0,0.0,0.0,0.998,0.61,0.0,0.0,0.0,0.003,0.0,1.0,0.161,0.161,646,157,760,587,29,31,26.83
54500,Summer,0,2415.5,90.54,116.87,0.034,0.0,0.998,0.56,0.0,0.0,0.0,0.003,0.0,1.0,0.18,0.18,664,201,778,598,29,31,31.83
54600,Summer,100,2508.8,89.97,150.0,0.0,0.0,0.999,0.704,0.0,0.0,0.0,0.003,0.0,1.0,0.23,0.232,681,253,795,605,29,31,24.04
54700,Summer,200,2587.4,150.0,137.7,0.0,0.0,0.598,0.421,0.0,0.0,0.0,0.002,0.21,1.0,0.187,0.186,715,299,809,624,29,31,42.19
54800,Summer,300,2639.5,140.82,128.4,0.0,0.0,0.57,0.352,0.0,0.0,0.0,0.002,1.0,1.0,0.127,0.126,786,341,822,624,29,31,45.49
54900,Summer,400,2720.9,132.03,138.75,0.0,0.0,0.972,0.509,0.0,0.0,0.0,0.002,0.0,1.0,0.107,0.108,807,368,827,624,29,31,33.73
55000,Autumn,0,2746.7,150.0,119.0,0.0,0.0,0.436,0.323,0.0,0.0,0.0,0.002,0.39,1.0,0.126,0.125,857,418,835,624,29,31,47.51
55100,Autumn,100,2699.1,150.0,127.21,0.0,0.0,0.611,0.435,0.0,0.0,0.0,0.002,1.0,1.0,0.11,0.109,932,444,840,624,29,31,39.56
55200,Autumn,200,2704.0,106.9,112.08,0.22,0.0,0.777,0.34,0.0,0.0,0.0,0.001,0.01,1.0,0.084,0.084,944,470,851,624,29,31,45.54
55300,Autumn,300,2671.2,80.42,148.15,0.036,0.0,0.985,0.839,0.0,0.0,0.0,0.001,0.0,0.99,0.29,0.291,981,517,862,637,29,31,16.28
55400,Autumn,400,2662.2,150.0,150.0,0.0,0.0,0.703,0.574,0.0,0.0,0.0,0.001,0.45,1.0,0.199,0.198,1021,547,868,648,29,31,32.65
55500,Winter,0,2627.2,92.63,150.0,0.0,0.0,0.991,0.555,0.0,0.0,0.0,0.001,0.0,1.0,0.171,0.17,1051,597,872,661,29,31,33.02
55600,Winter,100,2525.5,99.56,145.23,0.0,0.0,0.998,0.881,0.0,0.0,0.0,0.001,0.0,0.82,0.386,0.387,1079,656,874,683,29,31,15.56
55700,Winter,200,2456.4,144.43,107.02,0.0,0.149,0.806,0.976,0.0,0.0,0.0,0.001,0.84,0.02,0.541,0.538,1138,663,883,688,29,31,20.52
55800,Winter,300,2387.0,126.19,117.27,0.0,0.0,0.806,0.972,0.0,0.0,0.0,0.001,1.0,0.13,0.558,0.553,1164,680,890,701,29,31,20.88
55900,Winter,400,2325.4,124.54,101.93,0.0,0.0,0.971,0.994,0.0,0.0,0.0,0.013,0.5,0.0,0.522,0.524,1179,695,891,718,29,31,11.18
56000,Spring,0,2261.5,150.0,78.78,0.0,0.131,0.519,0.942,0.0,0.0,0.0,0.012,0.48,0.0,0.503,0.5,1215,712,892,734,29,31,36.69
56100,Spring,100,2321.8,150.0,147.72,0.0,0.0,0.752,0.981,0.0,0.0,0.0,0.01,0.99,0.28,0.31,0.309,1260,736,898,746,29,31,16.4
56200,Spring,200,2327.2,150.0,104.4,0.0,0.0,0.907,0.994,0.0,0.0,0.0,0.009,0.41,0.0,0.431,0.43,1304,785,932,780,29,31,12.81
56300,Spring,300,2333.5,149.1,83.02,0.0,0.038,0.853,0.997,0.0,0.0,0.0,0.009,0.94,0.0,0.499,0.498,1388,805,952,791,29,31,17.2
56400,Spring,400,2360.9,141.83,116.02,0.0,0.0,0.666,0.632,0.0,0.0,0.0,0.008,0.87,0.31,0.473,0.477,1456,836,980,795,29,31,34.99
56500,Summer,0,2383.7,123.17,150.0,0.0,0.0,0.699,0.862,0.0,0.0,0.0,0.007,1.0,1.0,0.276,0.278,1500,914,984,804,29,31,20.88
56600,Summer,100,2470.8,110.1,142.35,0.0,0.0,0.162,0.305,0.0,0.0,0.0,0.006,1.0,1.0,0.166,0.167,1528,991,986,804,29,31,57.31
56700,Summer,200,2558.6,60.24,95.51,0.382,0.0,0.205,0.708,0.0,0.0,0.0,0.006,1.0,0.08,0.09,0.09,1537,1021,986,804,29,31,51.97
56800,Summer,300,2611.9,129.24,150.0,0.0,0.0,0.531,0.689,0.0,0.0,0.149,0.005,1.0,0.66,0.067,0.068,1564,1089,989,831,29,31,31.0
56900,Summer,400,2644.8,150.0,146.94,0.0,0.0,0.342,0.536,0.0,0.0,0.135,0.005,1.0,1.0,0.102,0.101,1613,1168,1003,838,29,31,48.88
57000,Autumn,0,2716.4,137.51,77.0,0.0,0.157,0.208,0.678,0.0,0.0,0.122,0.004,1.0,0.01,0.069,0.069,1641,1184,1003,842,29,31,54.64
57100,Autumn,100,2707.3,55.51,88.6,0.341,0.02,0.116,0.624,0.0,0.0,0.112,0.004,1.0,0.0,0.042,0.041,1648,1212,1005,846,29,31,57.28
57200,Autumn,200,2704.2,35.91,109.17,0.615,0.0,0.119,0.581,0.0,0.0,0.125,0.003,1.0,0.09,0.035,0.035,1670,1233,1007,853,29,31,50.61
57300,Autumn,300,2686.2,138.3,150.0,0.0,0.0,0.317,0.476,0.0,0.0,0.0,0.003,0.8,1.0,0.041,0.051,28,1311,503,853,30,31,47.42
57400,Autumn,400,2685.5,45.91,132.13,0.282,0.0,0.0,0.239,0.0,0.0,0.001,0.003,1.0,1.0,0.033,0.037,36,1372,505,853,30,31,75.07
57500,Winter,0,2688.1,106.26,150.0,0.0,0.0,0.229,0.568,0.0,0.0,0.0,0.003,0.73,0.88,0.022,0.034,7,1406,255,854,31,31,51.62
57600,Winter,100,2618.9,60.97,132.05,0.299,0.0,0.022,0.272,0.0,0.0,0.0,0.002,1.0,0.8,0.025,0.029,14,1438,257,856,31,31,65.22
57700,Winter,200,2552.9,147.62,140.48,0.0,0.0,0.482,0.656,0.0,0.0,0.0,0.002,1.0,1.0,0.049,0.05,33,1477,261,857,31,31,33.97
57800,Winter,300,2464.4,150.0,90.58,0.0,0.0,0.967,0.985,0.0,0.0,0.0,0.002,1.0,0.1,0.353,0.356,86,1521,274,864,31,31,10.82
57900,Winter,400,2368.9,150.0,90.3,0.0,0.0,0.569,0.998,0.0,0.0,0.0,0.002,0.68,0.0,0.385,0.381,138,1540,324,881,31,31,33.06
58000,Spring,0,2296.4,96.05,126.51,0.023,0.0,0.299,0.431,0.0,0.0,0.0,0.002,1.0,0.87,0.221,0.219,163,1583,347,889,31,31,48.51
58100,Spring,100,2362.8,85.05,132.6,0.133,0.0,0.242,0.676,0.0,0.0,0.0,0.001,1.0,0.84,0.112,0.112,173,1615,350,889,31,31,51.26
58200,Spring,200,2419.2,88.51,88.99,0.033,0.0,0.426,0.906,0.0,0.0,0.0,0.001,1.0,0.0,0.075,0.075,189,1637,353,900,31,31,38.08
58300,Spring,300,2467.6,141.3,101.36,0.0,0.0,0.976,0.997,0.0,0.0,0.0,0.001,0.39,0.0,0.42,0.424,217,1656,359,911,31,31,10.0
58400,Spring,400,2501.2,132.9,104.0,0.0,0.0,0.997,0.999,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0,234,1675,376,925,31,31,4.0
58500,Summer,0,2547.6,150.0,105.12,0.0,0.0,0.998,0.999,0.0,0.0,0.0,0.001,0.02,0.0,0.975,0.976,250,1686,392,933,31,31,11.66
58600,Summer,100,2595.5,145.14,87.84,0.0,0.0,0.979,0.999,0.0,0.0,0.0,0.001,0.18,0.02,0.741,0.745,316,1707,464,942,31,31,8.6
58700,Summer,200,2658.1,94.78,150.0,0.0,0.0,0.998,0.818,0.0,0.0,0.0,0.001,0.0,0.81,0.711,0.713,326,1794,474,963,31,31,19.42
58800,Summer,300,2716.4,92.02,150.0,0.07,0.0,0.995,0.841,0.0,0.0,0.0,0.001,0.0,0.78,0.572,0.57,344,1863,492,981,31,31,16.49
58900,Summer,400,2754.0,149.46,150.0,0.0,0.0,0.701,0.244,0.0,0.0,0.0,0.001,0.0,1.0,0.355,0.352,364,1934,510,997,31,31,54.41
59000,Autumn,0,2816.8,147.51,81.92,0.0,0.036,0.584,0.121,0.0,0.0,0.0,0.001,0.22,1.0,0.156,0.155,404,1955,512,997,31,31,57.87
59100,Autumn,100,2804.8,149.67,137.38,0.0,0.0,0.789,0.321,0.0,0.0,0.0,0.001,0.06,1.0,0.087,0.087,428,1990,527,997,31,31,44.28
59200,Autumn,200,2794.9,105.79,150.0,0.0,0.0,0.808,0.322,0.0,0.0,0.0,0.0,0.0,1.0,0.07,0.07,444,2027,541,998,31,31,46.27
59300,Autumn,300,2780.9,108.12,147.39,0.0,0.0,0.982,0.907,0.0,0.0,0.0,0.0,0.0,1.0,0.193,0.194,480,2073,548,999,31,31,13.04
59400,Autumn,400,2763.4,96.23,137.3,0.0,0.0,0.685,0.197,0.0,0.0,0.0,0.0,0.0,1.0,0.129,0.129,499,2131,566,1000,31,31,56.32
59500,Winter,0,2758.4,103.85,128.18,0.0,0.0,0.862,0.402,0.0,0.0,0.0,0.0,0.0,1.0,0.096,0.096,519,2165,577,1000,31,31,39.29
59600,Winter,100,2682.0,104.1,78.22,0.0,0.165,0.928,0.447,0.0,0.0,0.0,0.0,0.01,1.0,0.101,0.1,538,2189,595,1001,31,31,36.24
59700,Winter,200,2590.7,150.0,114.3,0.0,0.0,0.656,0.444,0.0,0.0,0.0,0.0,0.69,1.0,0.095,0.095,588,2230,606,1001,31,31,37.34
59800,Winter,300,2502.0,140.38,116.84,0.0,0.0,0.566,0.205,0.0,0.0,0.0,0.0,0.89,1.0,0.074,0.073,637,2260,608,1002,31,31,53.71
59900,Winter,400,2437.6,105.74,102.06,0.137,0.0,0.638,0.157,0.0,0.0,0.0,0.0,0.01,1.0,0.06,0.06,659,2277,614,1002,31,31,56.3
60000,Spring,0,2378.8,95.42,82.51,0.248,0.0,0.637,0.173,0.0,0.0,0.0,0.001,0.01,1.0,0.043,0.043,677,2296,627,1006,31,31,57.38
60100,Spring,100,2439.4,91.0,119.6,0.0,0.0,0.886,0.423,0.0,0.0,0.0,0.002,0.0,1.0,0.039,0.039,696,2309,637,1012,31,31,38.28
60200,Spring,200,2495.3,83.38,125.03,0.0,0.0,0.913,0.452,0.0,0.0,0.0,0.002,0.0,1.0,0.077,0.077,715,2342,643,1012,31,31,36.88
60300,Spring,300,2525.8,100.31,150.0,0.229,0.0,0.949,0.569,0.0,0.0,0.0,0.002,0.01,1.0,0.135,0.135,734,2406,651,1012,31,31,30.61
60400,Spring,400,2555.3,147.9,148.3,0.0,0.0,0.686,0.227,0.0,0.0,0.0,0.002,0.0,1.0,0.084,0.083,754,2438,666,1012,31,31,53.6
60500,Summer,0,2550.9,99.17,150.0,0.0,0.0,0.992,0.944,0.0,0.0,0.0,0.002,0.0,0.88,0.272,0.27,772,2498,675,1014,31,31,12.37
60600,Summer,100,2606.5,83.59,150.0,0.03,0.0,0.997,0.65,0.0,0.0,0.0,0.002,0.0,1.0,0.264,0.262,790,2561,692,1036,31,31,26.93
60700,Summer,200,2653.5,90.9,149.73,0.0,0.0,0.997,0.573,0.0,0.0,0.0,0.001,0.0,0.98,0.21,0.21,812,2625,702,1084,31,31,31.05
60800,Summer,300,2713.8,103.73,150.0,0.0,0.0,0.929,0.475,0.0,0.0,0.0,0.001,0.0,1.0,0.209,0.208,831,2681,721,1096,31,31,39.29
60900,Summer,400,2737.7,150.0,150.0,0.0,0.0,0.62,0.528,0.0,0.0,0.0,0.001,0.7,1.0,0.143,0.143,902,2734,744,1096,31,31,31.91
61000,Autumn,0,2750.5,148.13,150.0,0.0,0.0,0.718,0.405,0.0,0.0,0.0,0.001,0.77,1.0,0.137,0.137,965,2809,758,1098,31,31,42.76
61100,Autumn,100,2728.1,150.0,150.0,0.0,0.0,0.85,0.617,0.0,0.0,0.0,0.001,0.24,1.0,0.131,0.133,992,2863,769,1098,31,31,26.0
